GENESIS-Tabelle: 21111-9k21
Kommunalprofil: Schulen, Schüler/-innen,;;;;;;;;;;;;;;;;;;
Schulabgänger/-innen und Lehrkräfte an allgemeinbildende;;;;;;;;;;;;;;;;;;
Schulen;;;;;;;;;;;;;;;;;;
Statistik der allgemeinbildenden Schulen;;;;;;;;;;;;;;;;;;
;;;;;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform
;;;;;Insgesamt;Grundschulen;Hauptschulen;Volksschulen;Förderschulen Grund-/Hauptschulen;Förderschulen Realschulen/Gymnasien;Realschulen;PRIMUS-Schulen;Sekundarschulen;Gesamtschulen;Gemeinschaftsschulen;Freie Waldorfschulen;Gymnasien;Weiterbildungskollegs
      Kreuzau;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;210;-;-;-;-;-;-;-;125;-;-;-;80;-
      Kreuzau;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;245;-;-;-;-;-;-;-;130;-;-;-;115;-
      Kreuzau;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;235;-;-;-;-;-;-;-;145;-;-;-;90;-
      Kreuzau;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;260;-;-;-;-;-;-;-;150;-;-;-;110;-
      Kreuzau;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;285;-;-;-;-;-;-;-;175;-;-;-;115;-
      Kreuzau;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;162;-;-;-;-;-;76;-;4;-;-;-;82;-
      Kreuzau;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;185;-;17;-;-;-;71;-;-;-;-;-;97;-
      Kreuzau;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;208;-;17;-;16;-;75;-;-;-;-;-;100;-
      Kreuzau;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;214;-;31;-;5;-;71;-;-;-;-;-;107;-
      Kreuzau;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;267;-;24;-;11;-;76;-;-;-;-;-;156;-
      Kreuzau;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;220;-;30;-;11;-;81;-;-;-;-;-;98;-
      Kreuzau;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;228;-;37;-;18;-;76;-;-;-;-;-;97;-
      Kreuzau;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;236;-;29;-;6;-;103;-;-;-;-;-;98;-
      Kreuzau;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;264;-;42;-;7;-;94;-;-;-;-;-;121;-
      Kreuzau;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;260;-;46;-;11;-;99;-;-;-;-;-;104;-
      Kreuzau;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;257;-;45;-;10;-;103;-;-;-;-;-;99;-
      Kreuzau;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;293;-;48;-;6;-;118;-;-;-;-;-;121;-
      Kreuzau;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;278;-;66;-;15;-;103;-;-;-;-;-;94;-
      Kreuzau;2022/23;Lehrkräfte;Insgesamt;Anzahl;155;40;-;-;-;-;-;-;60;-;-;-;55;-
      Kreuzau;2021/22;Lehrkräfte;Insgesamt;Anzahl;165;40;-;-;-;-;-;-;65;-;-;-;60;-
      Kreuzau;2020/21;Lehrkräfte;Insgesamt;Anzahl;165;40;-;-;-;-;-;-;70;-;-;-;60;-
      Kreuzau;2019/20;Lehrkräfte;Insgesamt;Anzahl;165;40;-;-;-;-;-;-;65;-;-;-;60;-
      Kreuzau;2018/19;Lehrkräfte;Insgesamt;Anzahl;175;40;-;-;-;-;-;-;70;-;-;-;60;-
      Kreuzau;2017/18;Lehrkräfte;Insgesamt;Anzahl;188;43;-;-;-;-;-;-;79;-;-;-;66;-
      Kreuzau;2016/17;Lehrkräfte;Insgesamt;Anzahl;179;43;-;-;-;-;6;-;66;-;-;-;64;-
      Kreuzau;2015/16;Lehrkräfte;Insgesamt;Anzahl;166;42;4;-;-;-;8;-;51;-;-;-;61;-
      Kreuzau;2014/15;Lehrkräfte;Insgesamt;Anzahl;170;40;5;-;9;-;14;-;39;-;-;-;63;-
      Kreuzau;2013/14;Lehrkräfte;Insgesamt;Anzahl;167;41;7;-;10;-;18;-;27;-;-;-;64;-
      Kreuzau;2012/13;Lehrkräfte;Insgesamt;Anzahl;170;43;9;-;10;-;24;-;14;-;-;-;70;-
      Kreuzau;2011/12;Lehrkräfte;Insgesamt;Anzahl;170;47;13;-;11;-;28;-;-;-;-;-;71;-
      Kreuzau;2010/11;Lehrkräfte;Insgesamt;Anzahl;167;44;13;-;10;-;28;-;-;-;-;-;72;-
      Kreuzau;2009/10;Lehrkräfte;Insgesamt;Anzahl;166;47;13;-;9;-;30;-;-;-;-;-;67;-
      Kreuzau;2008/09;Lehrkräfte;Insgesamt;Anzahl;166;48;15;-;10;-;30;-;-;-;-;-;63;-
      Kreuzau;2007/08;Lehrkräfte;Insgesamt;Anzahl;164;45;15;-;8;-;30;-;-;-;-;-;66;-
      Kreuzau;2006/07;Lehrkräfte;Insgesamt;Anzahl;170;48;18;-;7;-;36;-;-;-;-;-;61;-
      Kreuzau;2005/06;Lehrkräfte;Insgesamt;Anzahl;171;46;20;-;9;-;35;-;-;-;-;-;61;-
      Langerwehe;2022/23;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2021/22;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2020/21;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2019/20;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2018/19;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2017/18;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2016/17;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2015/16;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2014/15;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2013/14;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2012/13;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2011/12;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2010/11;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2009/10;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2008/09;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2007/08;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2006/07;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2005/06;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Langerwehe;2022/23;Schüler/-innen;Insgesamt;Anzahl;1660;475;-;-;-;-;-;-;-;1180;-;-;-;-
      Langerwehe;2021/22;Schüler/-innen;Insgesamt;Anzahl;1610;430;-;-;-;-;-;-;-;1180;-;-;-;-
      Langerwehe;2020/21;Schüler/-innen;Insgesamt;Anzahl;1620;435;-;-;-;-;-;-;-;1180;-;-;-;-
      Langerwehe;2019/20;Schüler/-innen;Insgesamt;Anzahl;1585;415;-;-;-;-;-;-;-;1170;-;-;-;-
      Langerwehe;2018/19;Schüler/-innen;Insgesamt;Anzahl;1570;410;-;-;-;-;-;-;-;1160;-;-;-;-
      Langerwehe;2017/18;Schüler/-innen;Insgesamt;Anzahl;1568;425;-;-;-;-;-;-;-;1143;-;-;-;-
      Langerwehe;2016/17;Schüler/-innen;Insgesamt;Anzahl;1568;439;-;-;-;-;-;-;-;1129;-;-;-;-
      Langerwehe;2015/16;Schüler/-innen;Insgesamt;Anzahl;1551;388;-;-;-;-;-;-;-;1163;-;-;-;-
      Langerwehe;2014/15;Schüler/-innen;Insgesamt;Anzahl;1584;409;-;-;-;-;-;-;-;1175;-;-;-;-
      Langerwehe;2013/14;Schüler/-innen;Insgesamt;Anzahl;1590;406;-;-;-;-;-;-;-;1184;-;-;-;-
      Langerwehe;2012/13;Schüler/-innen;Insgesamt;Anzahl;1566;397;-;-;-;-;-;-;-;1169;-;-;-;-
      Langerwehe;2011/12;Schüler/-innen;Insgesamt;Anzahl;1588;436;-;-;-;-;-;-;-;1152;-;-;-;-
      Langerwehe;2010/11;Schüler/-innen;Insgesamt;Anzahl;1581;462;-;-;-;-;-;-;-;1119;-;-;-;-
      Langerwehe;2009/10;Schüler/-innen;Insgesamt;Anzahl;1586;514;-;-;-;-;-;-;-;1072;-;-;-;-
      Langerwehe;2008/09;Schüler/-innen;Insgesamt;Anzahl;1586;536;-;-;-;-;-;-;-;1050;-;-;-;-
      Langerwehe;2007/08;Schüler/-innen;Insgesamt;Anzahl;1578;554;-;-;-;-;-;-;-;1024;-;-;-;-
      Langerwehe;2006/07;Schüler/-innen;Insgesamt;Anzahl;1593;590;-;-;-;-;-;-;-;1003;-;-;-;-
      Langerwehe;2005/06;Schüler/-innen;Insgesamt;Anzahl;1597;597;-;-;-;-;-;-;-;1000;-;-;-;-
      Langerwehe;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;160;-;-;-;-;-;-;-;-;160;-;-;-;-
      Langerwehe;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;190;-;-;-;-;-;-;-;-;190;-;-;-;-
      Langerwehe;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;140;-;-;-;-;-;-;-;-;140;-;-;-;-
      Langerwehe;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;155;-;-;-;-;-;-;-;-;155;-;-;-;-
      Langerwehe;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;155;-;-;-;-;-;-;-;-;155;-;-;-;-
      Langerwehe;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;160;-;-;-;-;-;-;-;-;160;-;-;-;-
      Langerwehe;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;186;-;-;-;-;-;-;-;-;186;-;-;-;-
      Langerwehe;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;193;-;-;-;-;-;-;-;-;193;-;-;-;-
      Langerwehe;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;157;-;-;-;-;-;-;-;-;157;-;-;-;-
      Langerwehe;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;163;-;-;-;-;-;-;-;-;163;-;-;-;-
      Langerwehe;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;182;-;-;-;-;-;-;-;-;182;-;-;-;-
      Langerwehe;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;156;-;-;-;-;-;-;-;-;156;-;-;-;-
      Langerwehe;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;146;-;-;-;-;-;-;-;-;146;-;-;-;-
      Langerwehe;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;191;-;-;-;-;-;-;-;-;191;-;-;-;-
      Langerwehe;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;147;-;-;-;-;-;-;-;-;147;-;-;-;-
      Langerwehe;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;140;-;-;-;-;-;-;-;-;140;-;-;-;-
      Langerwehe;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;131;-;-;-;-;-;-;-;-;131;-;-;-;-
      Langerwehe;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;134;-;-;-;-;-;-;-;-;134;-;-;-;-
      Langerwehe;2022/23;Lehrkräfte;Insgesamt;Anzahl;135;30;-;-;-;-;-;-;-;100;-;-;-;-
      Langerwehe;2021/22;Lehrkräfte;Insgesamt;Anzahl;135;30;-;-;-;-;-;-;-;105;-;-;-;-
      Langerwehe;2020/21;Lehrkräfte;Insgesamt;Anzahl;130;35;-;-;-;-;-;-;-;95;-;-;-;-
      Langerwehe;2019/20;Lehrkräfte;Insgesamt;Anzahl;135;35;-;-;-;-;-;-;-;105;-;-;-;-
      Langerwehe;2018/19;Lehrkräfte;Insgesamt;Anzahl;125;30;-;-;-;-;-;-;-;95;-;-;-;-
      Langerwehe;2017/18;Lehrkräfte;Insgesamt;Anzahl;127;30;-;-;-;-;-;-;-;97;-;-;-;-
      Langerwehe;2016/17;Lehrkräfte;Insgesamt;Anzahl;124;33;-;-;-;-;-;-;-;91;-;-;-;-
      Langerwehe;2015/16;Lehrkräfte;Insgesamt;Anzahl;120;29;-;-;-;-;-;-;-;91;-;-;-;-
      Langerwehe;2014/15;Lehrkräfte;Insgesamt;Anzahl;120;29;-;-;-;-;-;-;-;91;-;-;-;-
      Langerwehe;2013/14;Lehrkräfte;Insgesamt;Anzahl;123;30;-;-;-;-;-;-;-;93;-;-;-;-
      Langerwehe;2012/13;Lehrkräfte;Insgesamt;Anzahl;126;28;-;-;-;-;-;-;-;98;-;-;-;-
      Langerwehe;2011/12;Lehrkräfte;Insgesamt;Anzahl;114;27;-;-;-;-;-;-;-;87;-;-;-;-
      Langerwehe;2010/11;Lehrkräfte;Insgesamt;Anzahl;116;30;-;-;-;-;-;-;-;86;-;-;-;-
      Langerwehe;2009/10;Lehrkräfte;Insgesamt;Anzahl;107;30;-;-;-;-;-;-;-;77;-;-;-;-
      Langerwehe;2008/09;Lehrkräfte;Insgesamt;Anzahl;102;30;-;-;-;-;-;-;-;72;-;-;-;-
      Langerwehe;2007/08;Lehrkräfte;Insgesamt;Anzahl;107;32;-;-;-;-;-;-;-;75;-;-;-;-
      Langerwehe;2006/07;Lehrkräfte;Insgesamt;Anzahl;105;32;-;-;-;-;-;-;-;73;-;-;-;-
      Langerwehe;2005/06;Lehrkräfte;Insgesamt;Anzahl;99;28;-;-;-;-;-;-;-;71;-;-;-;-
      Linnich, Stadt;2022/23;Schulen;Insgesamt;Anzahl;2;1;-;-;1;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2021/22;Schulen;Insgesamt;Anzahl;2;1;-;-;1;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2020/21;Schulen;Insgesamt;Anzahl;2;1;-;-;1;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2019/20;Schulen;Insgesamt;Anzahl;2;1;-;-;1;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2018/19;Schulen;Insgesamt;Anzahl;4;1;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2017/18;Schulen;Insgesamt;Anzahl;4;1;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2016/17;Schulen;Insgesamt;Anzahl;4;1;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2015/16;Schulen;Insgesamt;Anzahl;4;1;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2014/15;Schulen;Insgesamt;Anzahl;4;1;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2013/14;Schulen;Insgesamt;Anzahl;4;1;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2012/13;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2011/12;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2010/11;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2009/10;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2008/09;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2007/08;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2006/07;Schulen;Insgesamt;Anzahl;5;2;1;-;1;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2005/06;Schulen;Insgesamt;Anzahl;4;2;1;-;-;-;1;-;-;-;-;-;-;-
      Linnich, Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;535;400;-;-;130;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;515;385;-;-;125;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;525;390;-;-;135;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;525;390;-;-;140;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;625;385;35;-;150;-;50;-;-;-;-;-;-;-
      Linnich, Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;744;396;63;-;154;-;131;-;-;-;-;-;-;-
      Linnich, Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;825;360;101;-;167;-;197;-;-;-;-;-;-;-
      Linnich, Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;953;371;160;-;153;-;269;-;-;-;-;-;-;-
      Linnich, Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;1031;380;151;-;155;-;345;-;-;-;-;-;-;-
      Linnich, Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;1133;379;184;-;163;-;407;-;-;-;-;-;-;-
      Linnich, Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;1246;437;210;-;168;-;431;-;-;-;-;-;-;-
      Linnich, Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;1270;436;219;-;172;-;443;-;-;-;-;-;-;-
      Linnich, Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;1337;472;232;-;157;-;476;-;-;-;-;-;-;-
      Linnich, Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;1340;466;252;-;127;-;495;-;-;-;-;-;-;-
      Linnich, Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;1362;482;260;-;107;-;513;-;-;-;-;-;-;-
      Linnich, Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;1405;522;280;-;87;-;516;-;-;-;-;-;-;-
      Linnich, Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;1438;565;281;-;50;-;542;-;-;-;-;-;-;-
      Linnich, Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;1440;575;310;-;-;-;555;-;-;-;-;-;-;-
      Linnich, Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;10;-;-;-;10;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;20;-;-;-;20;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;10;-;-;-;10;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;100;-;35;-;20;-;50;-;-;-;-;-;-;-
      Linnich, Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;115;-;25;-;10;-;75;-;-;-;-;-;-;-
      Linnich, Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;135;-;44;-;21;-;70;-;-;-;-;-;-;-
      Linnich, Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;144;-;66;-;6;-;72;-;-;-;-;-;-;-
      Linnich, Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;126;-;34;-;12;-;80;-;-;-;-;-;-;-
      Linnich, Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;132;-;46;-;11;-;75;-;-;-;-;-;-;-
      Linnich, Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;146;-;45;-;20;-;81;-;-;-;-;-;-;-
      Linnich, Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;139;-;41;-;10;-;88;-;-;-;-;-;-;-
      Linnich, Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;137;-;46;-;-;-;91;-;-;-;-;-;-;-
      Linnich, Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;135;-;53;-;-;-;82;-;-;-;-;-;-;-
      Linnich, Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;134;-;47;-;-;-;87;-;-;-;-;-;-;-
      Linnich, Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;125;-;46;-;-;-;79;-;-;-;-;-;-;-
      Linnich, Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;155;-;47;-;-;-;108;-;-;-;-;-;-;-
      Linnich, Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;153;-;57;-;-;-;96;-;-;-;-;-;-;-
      Linnich, Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;126;-;51;-;-;-;75;-;-;-;-;-;-;-
      Linnich, Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;75;25;-;-;45;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;75;25;-;-;45;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;75;30;-;-;50;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;70;25;-;-;45;-;-;-;-;-;-;-;-;-
      Linnich, Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;85;25;5;-;55;-;5;-;-;-;-;-;-;-
      Linnich, Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;97;25;6;-;56;-;10;-;-;-;-;-;-;-
      Linnich, Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;99;26;8;-;54;-;11;-;-;-;-;-;-;-
      Linnich, Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;100;27;13;-;45;-;15;-;-;-;-;-;-;-
      Linnich, Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;112;26;12;-;52;-;22;-;-;-;-;-;-;-
      Linnich, Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;114;25;14;-;50;-;25;-;-;-;-;-;-;-
      Linnich, Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;115;25;14;-;49;-;27;-;-;-;-;-;-;-
      Linnich, Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;112;23;14;-;46;-;29;-;-;-;-;-;-;-
      Linnich, Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;114;28;19;-;38;-;29;-;-;-;-;-;-;-
      Linnich, Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;114;28;19;-;37;-;30;-;-;-;-;-;-;-
      Linnich, Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;107;28;20;-;28;-;31;-;-;-;-;-;-;-
      Linnich, Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;100;25;18;-;24;-;33;-;-;-;-;-;-;-
      Linnich, Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;96;25;21;-;13;-;37;-;-;-;-;-;-;-
      Linnich, Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;81;26;19;-;-;-;36;-;-;-;-;-;-;-
      Merzenich;2022/23;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2021/22;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2020/21;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2019/20;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2018/19;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2017/18;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2016/17;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2015/16;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2014/15;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2013/14;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2012/13;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2011/12;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2010/11;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2009/10;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2008/09;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2007/08;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2006/07;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2005/06;Schulen;Insgesamt;Anzahl;3;2;-;-;-;-;-;-;-;1;-;-;-;-
      Merzenich;2022/23;Schüler/-innen;Insgesamt;Anzahl;1480;375;-;-;-;-;-;-;-;1100;-;-;-;-
      Merzenich;2021/22;Schüler/-innen;Insgesamt;Anzahl;1460;390;-;-;-;-;-;-;-;1070;-;-;-;-
      Merzenich;2020/21;Schüler/-innen;Insgesamt;Anzahl;1470;385;-;-;-;-;-;-;-;1085;-;-;-;-
      Merzenich;2019/20;Schüler/-innen;Insgesamt;Anzahl;1485;395;-;-;-;-;-;-;-;1090;-;-;-;-
      Merzenich;2018/19;Schüler/-innen;Insgesamt;Anzahl;1480;380;-;-;-;-;-;-;-;1100;-;-;-;-
      Merzenich;2017/18;Schüler/-innen;Insgesamt;Anzahl;1475;384;-;-;-;-;-;-;-;1091;-;-;-;-
      Merzenich;2016/17;Schüler/-innen;Insgesamt;Anzahl;1450;375;-;-;-;-;-;-;-;1075;-;-;-;-
      Merzenich;2015/16;Schüler/-innen;Insgesamt;Anzahl;1421;364;-;-;-;-;-;-;-;1057;-;-;-;-
      Merzenich;2014/15;Schüler/-innen;Insgesamt;Anzahl;1426;377;-;-;-;-;-;-;-;1049;-;-;-;-
      Merzenich;2013/14;Schüler/-innen;Insgesamt;Anzahl;1434;375;-;-;-;-;-;-;-;1059;-;-;-;-
      Merzenich;2012/13;Schüler/-innen;Insgesamt;Anzahl;1426;362;-;-;-;-;-;-;-;1064;-;-;-;-
      Merzenich;2011/12;Schüler/-innen;Insgesamt;Anzahl;1478;403;-;-;-;-;-;-;-;1075;-;-;-;-
      Merzenich;2010/11;Schüler/-innen;Insgesamt;Anzahl;1495;382;-;-;-;-;-;-;-;1113;-;-;-;-
      Merzenich;2009/10;Schüler/-innen;Insgesamt;Anzahl;1482;385;-;-;-;-;-;-;-;1097;-;-;-;-
